BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,10800,96882,88607,HomeImp,Office,6,0,0,52.8,3,12,31.28306102
0,10800,28654,86586,DebtCon,Office,0,0,0,173.7118385,4,55,40.1115783
0,10800,36357,102942,DebtCon,Other,4,0,0,403.5149997,1,23,39.42448779
0,10800,33379,108653,HomeImp,Sales,22,0,0,112.3848455,0,9,21.4155043
0,10800,64510,68222,HomeImp,Other,20,0,0,132.0976599,0,12,40.56013033
0,10800,57436,85505,DebtCon,Mgr,3,0,0,295.3346697,0,15,38.68944062
1,10900,129432,69285,HomeImp,Mgr,11,0,0,116.9987995,3,15,39.97705119
0,10900,73079,63805,DebtCon,Office,4,0,1,85.66483372,2,14,39.67790581
0,10900,42151,61492,HomeImp,Mgr,22,0,0,207.9302558,0,14,35.55817128
0,10900,78789,86214,HomeImp,Other,5,0,4,88.88697534,2,6,31.45850053
0,10900,47072,70014,DebtCon,Office,2,0,0,143.1010326,2,34,34.19175206
1,10900,95411,63775,DebtCon,Mgr,4,0,0,212.7832827,0,24,35.86546621
0,10900,54085,66922,DebtCon,Office,4,0,0,96.29202022,0,17,28.66341681
0,10900,51600,137000,HomeImp,Office,5,0,2,234.3302405,1,26,34.69636554
0,10900,52650,29375,HomeImp,ProfExe,20,0,1,354.2902872,0,16,31.52637971
0,10900,59932,98000,HomeImp,ProfExe,5,0,0,114.982979,2,16,29.99503841
0,10900,40266,106820,HomeImp,ProfExe,4,0,0,127.6254746,2,23,37.08598608
0,10900,84863,120000,DebtCon,Office,6,0,0,99.10408262,0,15,28.53735409
0,10900,63724,86500,HomeImp,Other,13,0,0,163.2745947,1,11,27.97970643
0,10900,59506,70438,HomeImp,ProfExe,0,0,0,208.1771125,2,20,31.99275348
1,10900,69100,81500,HomeImp,ProfExe,21,0,0,229.1779592,0,29,34.97573417
0,11000,62400,235000,DebtCon,Office,7,0,0,34.91437168,0,12,47.61976353
0,11000,63914,68000,HomeImp,Other,2,0,0,271.2380373,0,27,26.98743734
0,11000,37093,81250,HomeImp,Mgr,6,0,0,4.412770061,0,15,41.42995887
1,11000,74783,63450,DebtCon,Office,27,0,0,192.3144827,0,19,28.81347094
0,11000,64278,140000,HomeImp,ProfExe,20,0,0,188.8866824,0,26,37.3575814
0,11000,15163,118125,HomeImp,Office,13,0,2,199.0877211,0,34,32.82003727
0,11000,56441,165096,DebtCon,Other,2,0,0,200.4169543,1,15,22.83907899
0,11000,78157,143318,HomeImp,Other,14,0,0,266.1210566,0,10,40.22569567
0,11000,55119,65705,HomeImp,Other,3,0,0,191.3968875,3,27,39.24801492
0,11000,56990,108661,DebtCon,Mgr,1,0,2,132.0936343,1,16,36.39479545
0,11000,101520,74887,DebtCon,ProfExe,2,1,2,193.7424854,1,14,33.02128407
0,11000,96532,60831,DebtCon,Self,17,0,0,135.800476,0,31,34.80242878
0,11000,68059,98081,DebtCon,ProfExe,16,0,0,169.401652,0,15,20.51596186
1,11000,74512,64427,DebtCon,Self,18,2,0,262.8901879,2,23,15.82361555
0,11000,118053,107245,DebtCon,Other,3,0,0,173.3183208,2,16,38.35512561
1,11000,52104,60563,HomeImp,Other,2,0,0,164.5964029,1,20,24.72083108
1,11000,79131,73223,DebtCon,Other,7,0,7,129.7,0,9,25.7409307
0,11000,67678,123138,HomeImp,Other,9,0,0,89.4,0,5,35.39086131
0,11000,21813,110704,DebtCon,Office,11,0,1,177.5666667,2,10,33.99003975
0,11000,44944,68000,DebtCon,Other,0,0,0,162.1162539,0,7,41.05223501
0,11000,57760,56851,DebtCon,ProfExe,8,0,0,149.0647448,0,46,38.91799988
0,11000,65062,113223,HomeImp,Mgr,13,0,0,61.91544466,0,8,24.87099388
0,11000,67336,52910,HomeImp,Other,13.5,2,0,203.7002024,3,16,23.61710487
1,11000,86785,71157,DebtCon,ProfExe,4,1,0,354.1745808,1,12,38.52175901
1,11000,116742,50262,DebtCon,Office,0,0,1,312.547396,0,13,40.97046682
1,11000,38825,77316,HomeImp,Office,2,0,0,103.0481171,11,16,36.72874424
1,11000,32257,88112,DebtCon,ProfExe,3,0,0,201.369922,0,16,36.56113974
1,11000,65012,86584,HomeImp,Office,15,0,0,206.8225881,0,16,37.29840496
1,11000,53596,68499,DebtCon,Other,18,0,0,178.0932217,1,14,36.22557157
1,11000,98877,26400,DebtCon,ProfExe,4,0,2,91.99164592,1,21,32.61950164
1,11000,112146,113913,HomeImp,ProfExe,7,0,0,225.1816913,0,16,30.62263556
0,11000,44600,47737,DebtCon,Other,0,0,0,128.1235975,1,11,48.9777317
0,11000,54867,100139,DebtCon,Mgr,6,3,0,85.57207035,0,36,29.11293616
0,11000,44142,95105,HomeImp,Other,11,0,0,78.13333333,1,20,35.04547106
0,11000,56443,67005,DebtCon,Other,13,0,0,34.46666667,0,12,39.41871848
0,11000,85486,85464,HomeImp,Other,5,0,1,304.3666667,0,5,42.56558229
0,11000,108763,71376,HomeImp,Office,5,0,0,176.2219109,2,7,25.50782049
0,11000,56792,77275,DebtCon,Other,10,0,0,158.0847883,0,34,28.60207607
0,11000,71000,122901,HomeImp,Office,6,0,1,237.8189664,1,35,29.32751367
0,11000,85179,86703,DebtCon,Other,5,0,0,247.1205918,0,35,27.31010697
0,11000,41009,91741,HomeImp,ProfExe,10,0,0,150.263332,1,9,37.29777299
1,11000,28329,89976,HomeImp,Mgr,13,0,0,255.1260302,0,16,35.80961273
0,11000,117550,61406,HomeImp,ProfExe,10,0,1,341.0473292,1,7,30.89311822
0,11000,58104,71895,DebtCon,Office,31,0,0,152.249875,2,9,39.78440826
1,11000,52814,67427,DebtCon,Office,31,0,0,93.72713803,0,16,27.02148065
0,11000,34222,102936,DebtCon,Other,5,1,0,122.0303618,1,3,36.61107299
0,11000,26601,45550,HomeImp,Other,11,0,0,204.0255932,0,29,40.73560441
0,11100,81849,182053,HomeImp,Other,0,0,1,128.3606743,0,16,26.50010508
0,11100,29822,107561,HomeImp,ProfExe,7,2,0,192.2531823,7,29,25.83678517
0,11100,201264,60209,HomeImp,Other,22,0,0,177.9266958,0,12,29.21582663
1,11100,97506,58837,DebtCon,Other,3,0,1,8.055265077,1,9,29.66798564
0,11100,89595,47220,HomeImp,Other,5,0,0,125.36337,0,21,3.657370718
0,11100,63833,107794,HomeImp,ProfExe,18,0,0,194.7609999,1,16,38.76331381
0,11100,78959,113833,HomeImp,Other,14,0,0,238.4864616,0,15,37.00852693
1,11100,83877,87351,DebtCon,Office,2,0,1,74.9980986,0,15,28.73085117
0,11100,114329,55114,DebtCon,ProfExe,15,0,0,233.2488794,0,27,34.17834568
0,11100,81318,80140,DebtCon,Other,0,1,0,37.56666667,1,17,34.78513256
0,11100,61094,84059,DebtCon,Other,14,0,0,80.1,0,29,37.34734877
0,11100,84172,86102,HomeImp,Mgr,0,0,0,216.0666667,3,19,41.60981324
0,11100,83560,139200,HomeImp,Mgr,13,1,0,162.579837,0,19,35.60287536
1,11100,63019,66710,HomeImp,Other,3,0,0,116.7568005,0,34,1.565931047
0,11100,41182,65125,DebtCon,ProfExe,3.8,0,0,245.2951629,2,27,29.06412827
0,11100,57371,73003,HomeImp,Other,20,0,1,378.8258185,1,16,41.90560462
0,11100,76799,103523,HomeImp,Other,7,0,0,198.0327176,0,33,39.75217179
0,11100,35028,181849,HomeImp,Other,7,0,0,69.80569767,5,10,38.41275614
1,11100,30777,81922,HomeImp,Office,12,1,0,199.4106992,0,23,18.10528202
0,11100,7804,48150,DebtCon,Other,19,1,0,177.4326989,1,38,38.93416913
0,11100,38130,73140,HomeImp,Other,17,0,2,198.5433481,3,27,42.73666557
0,11100,15756,75038,DebtCon,Office,1,0,1,214.8698168,0,16,20.64319968
0,11100,50581,196124,DebtCon,Other,4,0,0,175.6585679,1,17,34.53524372
0,11100,69796,79857,HomeImp,Mgr,4,0,0,117.91882,4,15,33.74336765
0,11100,102109,79817,HomeImp,Office,18,0,0,181.1720651,1,20,29.26799242
0,11100,79844,66345,HomeImp,Other,12,0,1,160.7499314,0,13,39.37026271
0,11100,76345,80681,HomeImp,Mgr,3,0,2,105.2538926,1,32,29.95255446
0,11100,35721,71353,DebtCon,Mgr,4,0,2,126.6582316,2,15,29.95423093
0,11100,72786,52911,HomeImp,Other,5,0,0,357.3326822,0,4,40.10275183
0,11100,42000,89216,DebtCon,ProfExe,0,0,1,104.0116359,4,37,27.04500676
0,11200,69000,195105,DebtCon,Other,5,0,2,74.15604508,0,4,34.5618314
0,11200,74427,63958,DebtCon,Mgr,13,0,0,108.4694005,0,22,27.28688203
0,11200,43000,53683,DebtCon,Mgr,5,0,0,251.1441957,2,24,33.86964175
0,11200,96000,28600,DebtCon,Other,11,0,0,255.3135348,2,51,30.37586285
0,11200,46000,59900,DebtCon,Other,12,1,2,148.1764924,4,23,40.20667111
0,11200,87000,71500,DebtCon,Other,12,0,0,170.5400351,3,26,29.79823118
0,11200,98000,82021,DebtCon,Other,11,0,0,82.52779435,1,11,3.72042142
0,11200,76187,69113,DebtCon,Office,15,0,0,231.5999445,0,16,35.24312086
1,11200,73000,101984,DebtCon,Self,23,0,1,305.5667157,0,24,15.91676921
0,11200,150000,214523,HomeImp,Office,11,0,0,171.8895469,0,16,41.11915349
1,11200,29600,79009,DebtCon,ProfExe,26,0,0,126.7877807,1,13,41.98711554
0,11200,94000,100332,HomeImp,ProfExe,5,0,0,195.8629168,0,16,37.05572455
0,11200,72000,73121,DebtCon,Other,18,0,0,170.7005075,2,15,36.02710417
0,11200,42482,100909,DebtCon,Office,14,0,0,243.5,2,35,24.76962193
1,11200,53800,29374,DebtCon,Other,9,0,0,182.6,0,16,32.01270136
0,11200,88000,38246,DebtCon,Mgr,1,0,3,123.4711472,3,18,34.23139353
0,11200,44000,90727,DebtCon,Office,22,0,0,119.8594097,0,21,23.80714773
0,11300,81000,89553,HomeImp,Office,12,0,0,175.5425655,2,34,36.86921264
0,11300,36346,78051,DebtCon,Office,11,0,0,60.3779329,1,36,31.56344122
0,11300,81000,72873,DebtCon,ProfExe,8,0,0,118.6125902,0,7,33.79509124
0,11300,64000,195284,DebtCon,Other,13,0,0,81.39482961,1,16,38.94860467
0,11300,85039,56600,DebtCon,Office,20,0,2,238.4666667,2,14,32.96863267
0,11300,87000,74016,DebtCon,Other,10,0,0,234.9296174,2,18,27.86558873
0,11300,75373,60716,DebtCon,Office,23,0,8,239.4571177,0,31,30.96207665
0,11300,36000,44849,DebtCon,Mgr,21,0,0,170.9458328,1,36,41.0603207
0,11300,114390,27439,DebtCon,Other,15,0,0,69.43333333,0,22,24.87750841
0,11300,28298,87684,DebtCon,ProfExe,7,0,0,123.6,1,33,25.10971349
0,11300,118000,202186,DebtCon,Other,12,0,0,228.0753508,1,14,48.34023474
0,11300,87917,144830,HomeImp,Mgr,24,0,1,240.6943608,1,29,40.2473728
0,11300,58730,200480,HomeImp,Other,0,0,4,82.63950538,0,13,36.30954976
1,11300,59099,74875,HomeImp,Office,5,0,2,132.4016914,0,13,31.33641826
1,11300,15231,61395,HomeImp,ProfExe,13,0,1,239.7433663,2,24,34.95327869
0,11300,48786,80643,HomeImp,Office,10,0,5,196.568128,0,16,36.94779822
0,11300,74265,82738,DebtCon,Mgr,17,0,0,250.4682419,0,32,15.76191917
0,11300,42000,122169,HomeImp,Other,9,0,1,79.08139722,1,18,29.54928351
0,11300,76674,87547,DebtCon,Mgr,3,0,0,12.75204694,0,23,37.42893752
1,11300,54257,215014,HomeImp,Other,1,1,1,185.5726683,0,22,28.95306771
1,11300,36072,63337,HomeImp,Office,15,0,0,92.13682104,0,24,36.80162473
0,11300,97650,71645,DebtCon,ProfExe,15,0,0,250.1998344,1,28,38.92926589
0,11300,88210,89099,HomeImp,ProfExe,6,0,0,139.0184494,0,21,42.00939008
0,11300,84191,75647,DebtCon,Other,12,0,0,98.59173833,0,18,24.47029999
0,11400,63589,58336,DebtCon,Other,9,3,0,118.1799392,0,9,19.089301
0,11400,48189,86862,DebtCon,Office,8,0,0,83.25197204,0,24,36.22986386
0,11400,98428,38952,DebtCon,Other,6,0,0,102.2042743,1,28,36.1587181
0,11400,56335,75937.5,DebtCon,ProfExe,23,0,0,108.6339686,0,10,30.44483907
0,11400,48622,83000,DebtCon,Office,10,0,1,151.699431,2,32,40.94386627
0,11400,58556,83000,DebtCon,ProfExe,8,0,0,347.1233258,1,19,39.24466948
0,11400,186062,73636,DebtCon,Other,23,0,2,234.8879805,2,20,31.61392956
0,11400,13218,81099,DebtCon,Mgr,8,0,1,259.5550444,0,29,33.90005642
0,11400,96439,37717,DebtCon,Other,8,0,0,206.3192338,2,11,40.75298037
0,11400,44484,118861,HomeImp,Mgr,23,0,0,91.43267591,1,34,35.51267298
0,11400,29097,64037,DebtCon,Self,23,0,3,104.4825912,0,4,34.91379344
0,11400,90917,69864,DebtCon,ProfExe,16,0,0,156.9547583,0,22,41.07711783
0,11400,50100,36922,HomeImp,ProfExe,2,0,2,91.97034976,2,15,29.33014205
0,11400,68941,94599,DebtCon,Other,8,0,0,125.928071,5,24,42.81473465
0,11400,50150,78851,DebtCon,Office,8,0,0,198.7693251,0,23,28.1182969
0,11400,50973,108515,DebtCon,Other,23,0,0,145.5333333,0,7,38.31942585
0,11400,22000,69774,HomeImp,Office,4,0,0,115.9,0,32,29.96620202
0,11400,12000,107092,DebtCon,Other,4,1,0,169.7333333,0,33,35.36413972
0,11400,31400,128462,DebtCon,Mgr,2,5,0,213.6666667,1,26,38.10420812
0,11500,67000,33353,HomeImp,Mgr,18,0,0,262.9666667,1,21,39.2941028
0,11500,67927,50000,HomeImp,Other,3,0,0,126.8,1,14,33.53988748
0,11500,74594,72500,HomeImp,Other,1,0,0,176.5,3,22,36.01089152
0,11500,83557,60000,DebtCon,Other,14,0,0,151.1333333,0,19,34.69906743
0,11500,61868,118914,DebtCon,Office,4,0,0,170.4333333,2,22,28.52255337
0,11500,46152,47042,DebtCon,Office,13,0,3,144.0666667,3,23,39.52184453
0,11500,97185,56514,HomeImp,Other,10,0,0,189.7,0,28,42.69239671
0,11500,105104,51821,DebtCon,Office,0.5,0,0,206.6666667,0,21,31.63052886
0,11500,71060,71105,DebtCon,ProfExe,9,0,0,264.8,0,29,39.55070302
0,11500,85121,72460,DebtCon,Other,7,0,2,143.0333333,3,20,31.48679667
1,11500,28193,198705,DebtCon,Other,7.5,0,0,78.06666667,0,12,37.71410706
1,11500,18728,101219,DebtCon,Office,0,0,0,199.9,1,8,31.55270697
1,11500,55147,36474,HomeImp,Other,2,0,0,124.7666667,1,25,36.85085748
1,11500,48149,58947,HomeImp,ProfExe,6,0,0,153.5,0,34,26.3251112
0,11500,61929,67940,DebtCon,Other,19,0,0,172.5,0,19,32.66950311
0,11500,110088,91342,DebtCon,Other,0.3,0,0,200.9,0,22,3.265083387
0,11500,57785,85090,DebtCon,Other,3,0,0,114.6666667,2,30,35.54980874
0,11500,67474,117927,DebtCon,ProfExe,3.7,1,0,136,1,23,36.43846627
0,11500,136866,68239,HomeImp,Other,9,0,0,239.5333333,0,15,33.74711583
0,11500,80336,72399,HomeImp,Sales,20,0,0,144.0666667,0,40,37.13442194
0,11500,97000,63646,DebtCon,ProfExe,2,0,0,216.1333333,3,15,43.39620459
0,11600,91000,80313,HomeImp,Other,13,0,1,195.8333333,0,21,21.26089485
0,11600,206613,59097,DebtCon,ProfExe,0.2,0,0,99.36666667,0,22,36.3270224
0,11600,45095,69125,DebtCon,ProfExe,11,0,0,247.5,3,14,39.66605441
1,11600,70722,91737,HomeImp,ProfExe,19,1,0,95.73333333,1,18,28.17242611
1,11600,199232,82252,DebtCon,Office,6,0,0,105.5,1,32,41.61289898
0,11600,82904,85000,HomeImp,Other,0.1,0,0,153.1666667,0,23,14.26712754
0,11600,61302,85000,DebtCon,ProfExe,10,0,0,71,0,30,42.31951831
0,11600,27118,78000,HomeImp,Other,8,0,0,123.1,1,26,27.96913798
0,11600,53242,93707,DebtCon,Mgr,2,0,0,219.1333333,1,16,38.77313698
1,11600,57112,62116,HomeImp,Other,12.9,0,0,65.96666667,2,0,41.62539858
1,11600,90154,86227,DebtCon,ProfExe,10,0,1,220.1333333,3,22,16.77857669
0,11600,86775,76055,DebtCon,Other,10,0,0,137,4,14,35.31021701
0,11600,79838,74500,HomeImp,Other,6.5,0,1,113.6333333,0,16,32.65202263
0,11600,114035,86987,HomeImp,Other,29.9,0,0,147.9142027,1,11,38.78104826
0,11600,89333,103016,DebtCon,Other,7,3,0,188.3374218,0,26,35.18815986
0,11600,24552,67931,HomeImp,ProfExe,5,0,0,288.5298732,0,14,41.96010591
0,11600,61253,83334,DebtCon,Office,5,0,1,199.828042,1,37,39.27246634
0,11600,152107,110617,HomeImp,Other,14,2,1,356.9333304,4,19,43.47167729
0,11600,48866,107600,DebtCon,Other,8,0,1,203.468979,1,24,36.5165325
0,11600,48238,86216,DebtCon,Other,11,2,1,79.67788538,0,26,40.30430134
0,11700,112373,93328,HomeImp,Mgr,8,2,0,253.616928,0,34,26.70247344
1,11700,69499,125325,DebtCon,Other,0,1,0,121.3795359,7,12,28.70919291
0,11700,60200,61618,HomeImp,ProfExe,14,0,0,276.3817427,2,13,39.38990883
0,11700,78000,102263,DebtCon,Other,5,0,2,188.1482082,0,21,36.66531854
0,11700,50230,108092,HomeImp,Office,16,0,4,206.2470947,0,10,37.07341346
1,11700,49800,65769,DebtCon,Other,17,0,0,191.5692916,3,25,29.40952403
1,11700,77000,30436,HomeImp,Office,4,0,0,234.6585447,0,22,22.96477273
0,11700,114457,57132,DebtCon,ProfExe,3,0,0,67.78084803,0,17,34.59683753
0,11700,52622,65535,DebtCon,Other,0,0,0,262.3942543,0,12,36.39536633
0,11700,152274,78004,HomeImp,Other,7,0,0,156.3191309,0,25,30.26836885
0,11700,27859,82218,DebtCon,Mgr,3,0,0,263.0447041,1,33,34.31543721
0,11700,90006,125552,HomeImp,Other,3,2,0,109.5148795,0,18,40.56198365
0,11700,159798,137385,DebtCon,ProfExe,8,1,0,159.874518,1,16,29.55636639
0,11700,81590,51984,HomeImp,ProfExe,11,0,0,176.0098643,0,3,29.48252787
1,11700,35651,59515,HomeImp,Other,3,0,1,254.1896555,0,18,32.84350491
1,11700,50441,51246,DebtCon,ProfExe,14,0,0,166.2317086,0,27,37.70515917
1,11700,33061,91614,DebtCon,ProfExe,4,0,1,122.6918271,2,31,43.33534671
0,11700,102908,69786,HomeImp,Office,6,1,2,167.4,0,16,30.97173013
0,11700,141020,110250,HomeImp,Other,0.8,0,1,118.7666667,0,17,37.84664809
0,11700,92573,140781,HomeImp,Other,9,0,0,107.5333333,0,7,21.5328971
0,11700,73099,63800,DebtCon,Other,6,0,1,155.2,0,36,41.48214297
0,11700,11300,79000,DebtCon,Other,5,0,1,35.53887812,1,20,42.30523974
0,11700,68024,54299,HomeImp,Other,2,1,0,123.7766246,0,31,22.64339555
0,11700,64265,86913,DebtCon,Other,0,0,0,102.2257045,6,4,34.2526057
0,11700,132894,109386,HomeImp,ProfExe,4,1,1,170.4386392,0,18,40.99070382
0,11700,31303,128780,DebtCon,Other,6,0,1,270.4899801,0,15,30.42242943
0,11700,80510,64130,HomeImp,Mgr,30,0,0,202.6225313,0,17,27.86907921
0,11700,137927,39433,DebtCon,Other,0,0,0,129.5188081,2,12,29.47966234
1,11800,45604,87000,DebtCon,Other,13,0,0,179.8663489,0,16,26.16601382
0,11800,26768,122788,HomeImp,Sales,13,0,0,139.4853397,0,4,20.3331556
0,11800,203902,68211,DebtCon,Other,3,0,0,117.6482829,0,14,36.83942264
0,11800,16375,80963,DebtCon,Office,0,0,0,229.4061754,4,26,33.38331418
1,11800,49264,144178,DebtCon,Other,0,0,0,200.0325616,0,20,40.82734463
0,11800,36034,77870,DebtCon,Mgr,9,0,0,238.5249274,0,22,29.96660243
0,11800,94000,72000,HomeImp,Other,0,0,0,251.1518919,0,17,27.19410701
0,11800,115902,59948,DebtCon,Mgr,17,0,0,166.8994602,1,14,23.20471329
0,11800,115004,52544,DebtCon,Other,14,2,0,234.7759967,0,31,20.6823774
0,11800,57105,105403,DebtCon,Mgr,3,0,0,427.9235915,1,13,39.19614946
0,11800,34055,48574,HomeImp,Other,2,0,0,79.73026062,10,24,35.77489179
0,11800,50573,227295,DebtCon,Mgr,2,0,0,152.1333333,3,17,19.62614951
0,11800,25805,110902,DebtCon,ProfExe,4,0,0,173.5,0,11,39.00850812
0,11800,24769,107895,DebtCon,Other,2,0,1,237.3157697,1,16,34.12275351
0,11800,83018,104371,HomeImp,Other,5,0,1,249.6737711,1,32,42.40363421
0,11800,93538,208924,DebtCon,Other,11,0,7,219.7852728,1,3,24.39371452
0,11800,37562,143915,DebtCon,ProfExe,10,0,0,223.4381168,0,0,31.16414999
0,11800,69117,105454,DebtCon,Other,9,0,1,131.6590526,1,27,42.23618914
0,11800,157312,74842,DebtCon,ProfExe,0,0,0,35.97354161,4,26,21.29607532
0,11800,10035,123415,HomeImp,Other,11,2,1,232.2369961,0,23,41.17671183
0,11900,83276,126479,HomeImp,Mgr,8,0,0,169.9306635,1,20,40.19530694
1,11900,57294,74204,DebtCon,Other,2,0,0,235.2292688,1,15,34.75170874
0,11900,101047,59947,DebtCon,ProfExe,19,0,0,196.9264059,3,22,25.94071095
0,11900,56960,69076,DebtCon,Office,14,1,0,138.6100805,0,35,33.35187025
0,11900,83924,83864,HomeImp,ProfExe,1,1,0,173.8386239,0,34,91.61259998
1,11900,79900,55079,DebtCon,Other,9,0,0,173.7143227,1,10,41.01100137
0,11900,41000,43157,DebtCon,Other,0,0,1,120.2578861,10,10,32.17503606
0,11900,41301,65395,DebtCon,ProfExe,8,0,0,171.0751046,1,15,41.69337722
0,11900,55000,68707,HomeImp,ProfExe,15,0,0,130.026259,0,32,23.91634661
0,11900,77100,53079,HomeImp,ProfExe,19,0,5,212.7829956,2,46,40.10765909
0,11900,71582,70171,DebtCon,Other,0,0,0,251.629062,1,16,38.39422244
0,11900,53060,93757,DebtCon,ProfExe,5,0,6,80.38898294,2,26,43.31320023
0,11900,69192,121229,DebtCon,Other,7,0,0,179.8829733,8,43,40.11441144
1,11900,62000,98139,DebtCon,Other,11,0,0,219.0904891,10,19,30.95143737
1,11900,50097,89036,HomeImp,ProfExe,6,0,0,242.2441382,1,33,26.43131452
0,11900,77792,52938,DebtCon,Office,16,0,2,163.54096,0,27,33.77003753
0,11900,53354,84595,HomeImp,Other,8,0,0,145.0666667,1,22,29.96468739
0,11900,66163,60000,HomeImp,ProfExe,13,0,1,184.3666667,0,18,24.37105048
1,11900,81865,92900,DebtCon,Other,5,0,0,232.3333333,2,26,34.1663452
0,11900,17659,96270,DebtCon,Other,0.4,0,0,212.8666667,0,21,28.88561818
0,11900,55228,64000,DebtCon,ProfExe,1,0,0,252.6592531,0,21,23.73521616
0,11900,77937,135000,HomeImp,ProfExe,23,0,3,191.0774254,0,4,35.45381036
1,11900,26286,60200,HomeImp,ProfExe,41,1,0,196.8767577,7,11,25.81001106
0,11900,56791,101200,HomeImp,ProfExe,1,1,0,82.76016033,2,18,25.68971094
0,11900,71370,123385,HomeImp,Other,0,0,0,133.4975408,7,9,34.1307686
0,11900,84933,93100,DebtCon,Other,4,0,1,206.8170726,0,37,41.63705877
0,11900,80612,94900,HomeImp,Sales,10,0,0,136.7467587,0,33,28.29673484
0,11900,68800,175065,DebtCon,ProfExe,9,0,0,118.6530642,0,11,28.36479851
0,12000,41169.82,61250,DebtCon,Office,6,0,0,186.4510167,4,33,20.11698203
0,12000,83921,63000,DebtCon,Office,6,0,2,154.8992783,1,24,33.90306382
0,12000,45633,112125,DebtCon,ProfExe,22,0,1,159.9940264,4,16,29.44804553
0,12000,103946,106000,HomeImp,Other,1,0,0,403.7489298,0,34,42.25458004
0,12000,125688,67800,DebtCon,Office,8,0,0,157.6206429,5,25,37.14869173
0,12000,86785,80000,DebtCon,Mgr,9,1,0,170.4333333,1,29,18.19428042
0,12000,72854,118750,DebtCon,Other,4,0,1,125.5040514,0,11,37.4582804
0,12000,67860,59500,DebtCon,Sales,2,0,0,233.1561248,10,32,29.17813328
0,12000,103960,105250,DebtCon,ProfExe,4,0,0,355.1639113,1,20,19.18791401
0,12000,32742,54000,DebtCon,Mgr,7,0,0,246.7168274,0,32,34.79283165
0,12000,25000,99000,DebtCon,ProfExe,10,0,2,74.40426333,3,9,22.02326465
1,12000,48983,80000,DebtCon,Other,0,0,3,436.7517799,1,19,33.08901751
0,12000,62493,87000,HomeImp,Office,29,0,0,70.33753056,2,20,25.09214722
0,12000,55415,111100,HomeImp,Other,1,0,0,253.3180433,0,17,42.28213788
0,12000,58247,113850,DebtCon,Office,6,0,0,213.4554475,0,17,31.98051047
1,12000,100590,102602,DebtCon,ProfExe,9,0,0,120.674928,0,45,29.77894608
0,12000,85335,51900,HomeImp,Mgr,0,0,0,182.0010415,0,13,36.59939111
0,12000,83552,132800,DebtCon,Other,9,0,0,262.0793453,0,56,27.73520406
1,12000,37699,72000,DebtCon,Office,8,0,0,288.4676266,0,3,50.27621494
1,12000,76002,139350,DebtCon,Other,0,0,0,279.5221733,0,21,27.54114088
1,12000,49986,80000,DebtCon,ProfExe,9,0,0,134.0317679,2,25,30.63534815
1,12000,204038,82000,DebtCon,ProfExe,0,0,0,147.012827,1,26,31.04118388
0,12000,79448,42845.01,DebtCon,ProfExe,4,0,3,76.04208693,0,23,33.21510402
0,12000,149272,89800,HomeImp,ProfExe,1,0,0,349.2796108,1,21,39.64882408
0,12000,29471,91000,DebtCon,Other,2,0,0,238.3827694,0,28,23.77320187
0,12000,72760,58000,DebtCon,Sales,12,0,0,95.90213133,2,31,34.6399614
0,12000,79383,97936,DebtCon,Other,9,0,0,132.8237118,0,43,29.05790842
0,12000,30428,82764,HomeImp,Office,15,0,0,129.486844,3,33,36.47070702
0,12000,103034,62960,HomeImp,Other,2,0,0,145.9530178,0,21,32.13676623
0,12000,58293,115931,HomeImp,ProfExe,21,0,0,209.7067368,3,35,43.79745956
0,12000,30061,67446,DebtCon,ProfExe,2,0,1,368.7377963,4,32,24.701642
0,12000,27459,114224,HomeImp,Other,0,0,1,138.687955,2,16,38.74675979
0,12000,77068,100654,DebtCon,Other,22,1,0,321.3875868,0,18,24.83595792
0,12000,130867,75959,DebtCon,ProfExe,13,0,0,156.6054917,0,19,40.2897613
0,12000,61840,33879,HomeImp,Mgr,7,0,0,307.636664,1,42,31.33876448
0,12000,79898,53969,DebtCon,Other,6,0,0,71.30419761,1,24,27.17296471
0,12000,105293,114820,DebtCon,ProfExe,7,0,0,252.3496982,1,11,28.83993348
0,12000,60122,86648,HomeImp,Mgr,3,0,0,173.7172393,0,22,30.13063638
0,12000,72164,83158,DebtCon,ProfExe,2,1,1,70.9,0,11,30.93367839
